LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
FRA,TAXPROPERTY,TOT,PC_GDP,A,1977,1.745,
FRA,TAXPROPERTY,TOT,PC_GDP,A,1978,1.771,
FRA,TAXPROPERTY,TOT,PC_GDP,A,1979,1.835,
FRA,TAXPROPERTY,TOT,PC_GDP,A,1980,1.902,
FRA,TAXPROPERTY,TOT,PC_GDP,A,1981,1.965,
FRA,TAXPROPERTY,TOT,PC_GDP,A,1982,1.947,
FRA,TAXPROPERTY,TOT,PC_GDP,A,1983,2.051,
FRA,TAXPROPERTY,TOT,PC_GDP,A,1984,2.363,
FRA,TAXPROPERTY,TOT,PC_GDP,A,1985,2.427,
FRA,TAXPROPERTY,TOT,PC_GDP,A,1986,2.575,
FRA,TAXPROPERTY,TOT,PC_GDP,A,1987,2.562,
FRA,TAXPROPERTY,TOT,PC_GDP,A,1988,2.606,
FRA,TAXPROPERTY,TOT,PC_GDP,A,1989,2.636,
FRA,TAXPROPERTY,TOT,PC_GDP,A,1990,2.604,
FRA,TAXPROPERTY,TOT,PC_GDP,A,1991,2.621,
FRA,TAXPROPERTY,TOT,PC_GDP,A,1992,3.185,
FRA,TAXPROPERTY,TOT,PC_GDP,A,1993,2.755,
FRA,TAXPROPERTY,TOT,PC_GDP,A,1994,2.886,
FRA,TAXPROPERTY,TOT,PC_GDP,A,1995,2.826,
FRA,TAXPROPERTY,TOT,PC_GDP,A,1996,2.932,
FRA,TAXPROPERTY,TOT,PC_GDP,A,1997,3.107,
FRA,TAXPROPERTY,TOT,PC_GDP,A,1998,3.089,
FRA,TAXPROPERTY,TOT,PC_GDP,A,1999,3.145,
FRA,TAXPROPERTY,TOT,PC_GDP,A,2000,2.977,
FRA,TAXPROPERTY,TOT,PC_GDP,A,2001,2.943,
FRA,TAXPROPERTY,TOT,PC_GDP,A,2002,2.967,
FRA,TAXPROPERTY,TOT,PC_GDP,A,2003,3.034,
FRA,TAXPROPERTY,TOT,PC_GDP,A,2004,3.166,
FRA,TAXPROPERTY,TOT,PC_GDP,A,2005,3.308,
FRA,TAXPROPERTY,TOT,PC_GDP,A,2006,3.373,
FRA,TAXPROPERTY,TOT,PC_GDP,A,2007,3.36,
FRA,TAXPROPERTY,TOT,PC_GDP,A,2008,3.244,
FRA,TAXPROPERTY,TOT,PC_GDP,A,2009,3.323,
FRA,TAXPROPERTY,TOT,PC_GDP,A,2010,3.535,
FRA,TAXPROPERTY,TOT,PC_GDP,A,2011,3.641,
FRA,TAXPROPERTY,TOT,PC_GDP,A,2012,3.771,
FRA,TAXPROPERTY,TOT,PC_GDP,A,2013,3.836,
FRA,TAXPROPERTY,TOT,PC_GDP,A,2014,3.896,
FRA,TAXPROPERTY,TOT,PC_GDP,A,2015,4.055,
FRA,TAXPROPERTY,TOT,PC_GDP,A,2016,4.111,
FRA,TAXPROPERTY,TOT,PC_GDP,A,2017,4.247,
FRA,TAXPROPERTY,TOT,PC_GDP,A,2018,3.99,
FRA,TAXPROPERTY,TOT,PC_GDP,A,2019,3.887,
FRA,TAXPROPERTY,TOT,PC_GDP,A,2020,3.965,
FRA,TAXPROPERTY,TOT,PC_GDP,A,2021,3.823,
FRA,TAXPROPERTY,TOT,PC_TOT_TAX,A,1965,4.288,
FRA,TAXPROPERTY,TOT,PC_TOT_TAX,A,1966,4.045,
FRA,TAXPROPERTY,TOT,PC_TOT_TAX,A,1967,3.875,
FRA,TAXPROPERTY,TOT,PC_TOT_TAX,A,1968,4.31,
FRA,TAXPROPERTY,TOT,PC_TOT_TAX,A,1969,4.069,
FRA,TAXPROPERTY,TOT,PC_TOT_TAX,A,1970,4.787,
FRA,TAXPROPERTY,TOT,PC_TOT_TAX,A,1971,4.521,
FRA,TAXPROPERTY,TOT,PC_TOT_TAX,A,1972,4.577,
FRA,TAXPROPERTY,TOT,PC_TOT_TAX,A,1973,5.632,
FRA,TAXPROPERTY,TOT,PC_TOT_TAX,A,1974,2.831,
FRA,TAXPROPERTY,TOT,PC_TOT_TAX,A,1975,5.144,
FRA,TAXPROPERTY,TOT,PC_TOT_TAX,A,1976,5.07,
FRA,TAXPROPERTY,TOT,PC_TOT_TAX,A,1977,4.737,
FRA,TAXPROPERTY,TOT,PC_TOT_TAX,A,1978,4.812,
FRA,TAXPROPERTY,TOT,PC_TOT_TAX,A,1979,4.803,
FRA,TAXPROPERTY,TOT,PC_TOT_TAX,A,1980,4.811,
FRA,TAXPROPERTY,TOT,PC_TOT_TAX,A,1981,4.959,
FRA,TAXPROPERTY,TOT,PC_TOT_TAX,A,1982,4.82,
FRA,TAXPROPERTY,TOT,PC_TOT_TAX,A,1983,5.015,
FRA,TAXPROPERTY,TOT,PC_TOT_TAX,A,1984,5.637,
FRA,TAXPROPERTY,TOT,PC_TOT_TAX,A,1985,5.774,
FRA,TAXPROPERTY,TOT,PC_TOT_TAX,A,1986,6.172,
FRA,TAXPROPERTY,TOT,PC_TOT_TAX,A,1987,6.063,
FRA,TAXPROPERTY,TOT,PC_TOT_TAX,A,1988,6.29,
FRA,TAXPROPERTY,TOT,PC_TOT_TAX,A,1989,6.405,
FRA,TAXPROPERTY,TOT,PC_TOT_TAX,A,1990,6.324,
FRA,TAXPROPERTY,TOT,PC_TOT_TAX,A,1991,6.307,
FRA,TAXPROPERTY,TOT,PC_TOT_TAX,A,1992,7.66,
FRA,TAXPROPERTY,TOT,PC_TOT_TAX,A,1993,6.445,
FRA,TAXPROPERTY,TOT,PC_TOT_TAX,A,1994,6.74,
FRA,TAXPROPERTY,TOT,PC_TOT_TAX,A,1995,6.656,
FRA,TAXPROPERTY,TOT,PC_TOT_TAX,A,1996,6.73,
FRA,TAXPROPERTY,TOT,PC_TOT_TAX,A,1997,7.097,
FRA,TAXPROPERTY,TOT,PC_TOT_TAX,A,1998,7.096,
FRA,TAXPROPERTY,TOT,PC_TOT_TAX,A,1999,7.108,
FRA,TAXPROPERTY,TOT,PC_TOT_TAX,A,2000,6.855,
FRA,TAXPROPERTY,TOT,PC_TOT_TAX,A,2001,6.828,
FRA,TAXPROPERTY,TOT,PC_TOT_TAX,A,2002,6.997,
FRA,TAXPROPERTY,TOT,PC_TOT_TAX,A,2003,7.184,
FRA,TAXPROPERTY,TOT,PC_TOT_TAX,A,2004,7.465,
FRA,TAXPROPERTY,TOT,PC_TOT_TAX,A,2005,7.71,
FRA,TAXPROPERTY,TOT,PC_TOT_TAX,A,2006,7.794,
FRA,TAXPROPERTY,TOT,PC_TOT_TAX,A,2007,7.896,
FRA,TAXPROPERTY,TOT,PC_TOT_TAX,A,2008,7.663,
FRA,TAXPROPERTY,TOT,PC_TOT_TAX,A,2009,8.002,
FRA,TAXPROPERTY,TOT,PC_TOT_TAX,A,2010,8.387,
FRA,TAXPROPERTY,TOT,PC_TOT_TAX,A,2011,8.402,
FRA,TAXPROPERTY,TOT,PC_TOT_TAX,A,2012,8.5,
FRA,TAXPROPERTY,TOT,PC_TOT_TAX,A,2013,8.455,
FRA,TAXPROPERTY,TOT,PC_TOT_TAX,A,2014,8.572,
FRA,TAXPROPERTY,TOT,PC_TOT_TAX,A,2015,8.956,
FRA,TAXPROPERTY,TOT,PC_TOT_TAX,A,2016,9.06,
FRA,TAXPROPERTY,TOT,PC_TOT_TAX,A,2017,9.219,
FRA,TAXPROPERTY,TOT,PC_TOT_TAX,A,2018,8.696,
FRA,TAXPROPERTY,TOT,PC_TOT_TAX,A,2019,8.66,
FRA,TAXPROPERTY,TOT,PC_TOT_TAX,A,2020,8.745,
FRA,TAXPROPERTY,TOT,PC_TOT_TAX,A,2021,8.469,
DEU,TAXPROPERTY,TOT,PC_GDP,A,1965,1.837,
DEU,TAXPROPERTY,TOT,PC_GDP,A,1966,1.789,
DEU,TAXPROPERTY,TOT,PC_GDP,A,1967,1.873,
DEU,TAXPROPERTY,TOT,PC_GDP,A,1968,1.79,
DEU,TAXPROPERTY,TOT,PC_GDP,A,1969,1.806,
DEU,TAXPROPERTY,TOT,PC_GDP,A,1970,1.552,
DEU,TAXPROPERTY,TOT,PC_GDP,A,1971,1.479,
DEU,TAXPROPERTY,TOT,PC_GDP,A,1972,1.43,
DEU,TAXPROPERTY,TOT,PC_GDP,A,1973,1.371,
DEU,TAXPROPERTY,TOT,PC_GDP,A,1974,1.304,
DEU,TAXPROPERTY,TOT,PC_GDP,A,1975,1.323,
DEU,TAXPROPERTY,TOT,PC_GDP,A,1976,1.413,
DEU,TAXPROPERTY,TOT,PC_GDP,A,1977,1.441,
DEU,TAXPROPERTY,TOT,PC_GDP,A,1978,1.348,
DEU,TAXPROPERTY,TOT,PC_GDP,A,1979,1.227,
DEU,TAXPROPERTY,TOT,PC_GDP,A,1980,1.194,
DEU,TAXPROPERTY,TOT,PC_GDP,A,1981,1.157,
DEU,TAXPROPERTY,TOT,PC_GDP,A,1982,1.16,
DEU,TAXPROPERTY,TOT,PC_GDP,A,1983,1.199,
DEU,TAXPROPERTY,TOT,PC_GDP,A,1984,1.163,
DEU,TAXPROPERTY,TOT,PC_GDP,A,1985,1.09,
DEU,TAXPROPERTY,TOT,PC_GDP,A,1986,1.094,
DEU,TAXPROPERTY,TOT,PC_GDP,A,1987,1.128,
DEU,TAXPROPERTY,TOT,PC_GDP,A,1988,1.115,
DEU,TAXPROPERTY,TOT,PC_GDP,A,1989,1.106,
DEU,TAXPROPERTY,TOT,PC_GDP,A,1990,1.173,
DEU,TAXPROPERTY,TOT,PC_GDP,A,1991,1.001,
DEU,TAXPROPERTY,TOT,PC_GDP,A,1992,0.972,
DEU,TAXPROPERTY,TOT,PC_GDP,A,1993,0.978,
DEU,TAXPROPERTY,TOT,PC_GDP,A,1994,1.011,
DEU,TAXPROPERTY,TOT,PC_GDP,A,1995,1.005,
DEU,TAXPROPERTY,TOT,PC_GDP,A,1996,1.083,
DEU,TAXPROPERTY,TOT,PC_GDP,A,1997,0.974,
DEU,TAXPROPERTY,TOT,PC_GDP,A,1998,0.844,
DEU,TAXPROPERTY,TOT,PC_GDP,A,1999,0.898,
DEU,TAXPROPERTY,TOT,PC_GDP,A,2000,0.83,
DEU,TAXPROPERTY,TOT,PC_GDP,A,2001,0.803,
DEU,TAXPROPERTY,TOT,PC_GDP,A,2002,0.79,
DEU,TAXPROPERTY,TOT,PC_GDP,A,2003,0.819,
DEU,TAXPROPERTY,TOT,PC_GDP,A,2004,0.839,
DEU,TAXPROPERTY,TOT,PC_GDP,A,2005,0.84,
DEU,TAXPROPERTY,TOT,PC_GDP,A,2006,0.852,
DEU,TAXPROPERTY,TOT,PC_GDP,A,2007,0.875,
DEU,TAXPROPERTY,TOT,PC_GDP,A,2008,0.836,
DEU,TAXPROPERTY,TOT,PC_GDP,A,2009,0.832,
DEU,TAXPROPERTY,TOT,PC_GDP,A,2010,0.819,
DEU,TAXPROPERTY,TOT,PC_GDP,A,2011,0.855,
DEU,TAXPROPERTY,TOT,PC_GDP,A,2012,0.895,
DEU,TAXPROPERTY,TOT,PC_GDP,A,2013,0.929,
DEU,TAXPROPERTY,TOT,PC_GDP,A,2014,0.962,
DEU,TAXPROPERTY,TOT,PC_GDP,A,2015,1.072,
DEU,TAXPROPERTY,TOT,PC_GDP,A,2016,1.087,
DEU,TAXPROPERTY,TOT,PC_GDP,A,2017,1.049,
DEU,TAXPROPERTY,TOT,PC_GDP,A,2018,1.079,
DEU,TAXPROPERTY,TOT,PC_GDP,A,2019,1.114,
DEU,TAXPROPERTY,TOT,PC_GDP,A,2020,1.246,
DEU,TAXPROPERTY,TOT,PC_GDP,A,2021,1.243,
DEU,TAXPROPERTY,TOT,PC_TOT_TAX,A,1965,5.8,
DEU,TAXPROPERTY,TOT,PC_TOT_TAX,A,1966,5.547,
DEU,TAXPROPERTY,TOT,PC_TOT_TAX,A,1967,5.802,
DEU,TAXPROPERTY,TOT,PC_TOT_TAX,A,1968,5.555,
DEU,TAXPROPERTY,TOT,PC_TOT_TAX,A,1969,5.321,
DEU,TAXPROPERTY,TOT,PC_TOT_TAX,A,1970,4.915,
DEU,TAXPROPERTY,TOT,PC_TOT_TAX,A,1971,4.61,
DEU,TAXPROPERTY,TOT,PC_TOT_TAX,A,1972,4.26,
DEU,TAXPROPERTY,TOT,PC_TOT_TAX,A,1973,3.913,
DEU,TAXPROPERTY,TOT,PC_TOT_TAX,A,1974,3.737,
DEU,TAXPROPERTY,TOT,PC_TOT_TAX,A,1975,3.855,
DEU,TAXPROPERTY,TOT,PC_TOT_TAX,A,1976,4.002,
DEU,TAXPROPERTY,TOT,PC_TOT_TAX,A,1977,3.93,
DEU,TAXPROPERTY,TOT,PC_TOT_TAX,A,1978,3.675,
DEU,TAXPROPERTY,TOT,PC_TOT_TAX,A,1979,3.371,
DEU,TAXPROPERTY,TOT,PC_TOT_TAX,A,1980,3.276,
DEU,TAXPROPERTY,TOT,PC_TOT_TAX,A,1981,3.225,
DEU,TAXPROPERTY,TOT,PC_TOT_TAX,A,1982,3.264,
DEU,TAXPROPERTY,TOT,PC_TOT_TAX,A,1983,3.37,
DEU,TAXPROPERTY,TOT,PC_TOT_TAX,A,1984,3.257,
DEU,TAXPROPERTY,TOT,PC_TOT_TAX,A,1985,3.021,
DEU,TAXPROPERTY,TOT,PC_TOT_TAX,A,1986,3.053,
DEU,TAXPROPERTY,TOT,PC_TOT_TAX,A,1987,3.108,
DEU,TAXPROPERTY,TOT,PC_TOT_TAX,A,1988,3.101,
DEU,TAXPROPERTY,TOT,PC_TOT_TAX,A,1989,3.052,
DEU,TAXPROPERTY,TOT,PC_TOT_TAX,A,1990,3.369,
DEU,TAXPROPERTY,TOT,PC_TOT_TAX,A,1991,2.87,
DEU,TAXPROPERTY,TOT,PC_TOT_TAX,A,1992,2.718,
DEU,TAXPROPERTY,TOT,PC_TOT_TAX,A,1993,2.734,
DEU,TAXPROPERTY,TOT,PC_TOT_TAX,A,1994,2.795,
DEU,TAXPROPERTY,TOT,PC_TOT_TAX,A,1995,2.769,
DEU,TAXPROPERTY,TOT,PC_TOT_TAX,A,1996,3.037,
DEU,TAXPROPERTY,TOT,PC_TOT_TAX,A,1997,2.756,
DEU,TAXPROPERTY,TOT,PC_TOT_TAX,A,1998,2.375,
DEU,TAXPROPERTY,TOT,PC_TOT_TAX,A,1999,2.476,
DEU,TAXPROPERTY,TOT,PC_TOT_TAX,A,2000,2.282,
DEU,TAXPROPERTY,TOT,PC_TOT_TAX,A,2001,2.287,
DEU,TAXPROPERTY,TOT,PC_TOT_TAX,A,2002,2.285,
DEU,TAXPROPERTY,TOT,PC_TOT_TAX,A,2003,2.356,
DEU,TAXPROPERTY,TOT,PC_TOT_TAX,A,2004,2.443,
DEU,TAXPROPERTY,TOT,PC_TOT_TAX,A,2005,2.442,
DEU,TAXPROPERTY,TOT,PC_TOT_TAX,A,2006,2.438,
DEU,TAXPROPERTY,TOT,PC_TOT_TAX,A,2007,2.474,
DEU,TAXPROPERTY,TOT,PC_TOT_TAX,A,2008,2.334,
DEU,TAXPROPERTY,TOT,PC_TOT_TAX,A,2009,2.268,
DEU,TAXPROPERTY,TOT,PC_TOT_TAX,A,2010,2.306,
DEU,TAXPROPERTY,TOT,PC_TOT_TAX,A,2011,2.369,
DEU,TAXPROPERTY,TOT,PC_TOT_TAX,A,2012,2.432,
DEU,TAXPROPERTY,TOT,PC_TOT_TAX,A,2013,2.513,
DEU,TAXPROPERTY,TOT,PC_TOT_TAX,A,2014,2.614,
DEU,TAXPROPERTY,TOT,PC_TOT_TAX,A,2015,2.874,
DEU,TAXPROPERTY,TOT,PC_TOT_TAX,A,2016,2.879,
DEU,TAXPROPERTY,TOT,PC_TOT_TAX,A,2017,2.779,
DEU,TAXPROPERTY,TOT,PC_TOT_TAX,A,2018,2.805,
DEU,TAXPROPERTY,TOT,PC_TOT_TAX,A,2019,2.884,
DEU,TAXPROPERTY,TOT,PC_TOT_TAX,A,2020,3.286,
DEU,TAXPROPERTY,TOT,PC_TOT_TAX,A,2021,3.147,
GRC,TAXPROPERTY,TOT,PC_GDP,A,1965,1.655,
GRC,TAXPROPERTY,TOT,PC_GDP,A,1966,1.717,
GRC,TAXPROPERTY,TOT,PC_GDP,A,1967,1.885,
GRC,TAXPROPERTY,TOT,PC_GDP,A,1968,1.815,
GRC,TAXPROPERTY,TOT,PC_GDP,A,1969,1.682,
GRC,TAXPROPERTY,TOT,PC_GDP,A,1970,1.779,
GRC,TAXPROPERTY,TOT,PC_GDP,A,1971,1.877,
GRC,TAXPROPERTY,TOT,PC_GDP,A,1972,1.959,
GRC,TAXPROPERTY,TOT,PC_GDP,A,1973,1.667,
GRC,TAXPROPERTY,TOT,PC_GDP,A,1974,1.56,
GRC,TAXPROPERTY,TOT,PC_GDP,A,1975,1.805,
GRC,TAXPROPERTY,TOT,PC_GDP,A,1976,1.898,
GRC,TAXPROPERTY,TOT,PC_GDP,A,1977,1.986,
GRC,TAXPROPERTY,TOT,PC_GDP,A,1978,1.942,
GRC,TAXPROPERTY,TOT,PC_GDP,A,1979,1.173,
GRC,TAXPROPERTY,TOT,PC_GDP,A,1980,0.953,
GRC,TAXPROPERTY,TOT,PC_GDP,A,1981,0.82,
GRC,TAXPROPERTY,TOT,PC_GDP,A,1982,0.923,
GRC,TAXPROPERTY,TOT,PC_GDP,A,1983,0.778,
GRC,TAXPROPERTY,TOT,PC_GDP,A,1984,0.651,
GRC,TAXPROPERTY,TOT,PC_GDP,A,1985,0.664,
GRC,TAXPROPERTY,TOT,PC_GDP,A,1986,0.701,
GRC,TAXPROPERTY,TOT,PC_GDP,A,1987,0.684,
GRC,TAXPROPERTY,TOT,PC_GDP,A,1988,0.726,
GRC,TAXPROPERTY,TOT,PC_GDP,A,1989,0.778,
GRC,TAXPROPERTY,TOT,PC_GDP,A,1990,1.169,
GRC,TAXPROPERTY,TOT,PC_GDP,A,1991,0.989,
GRC,TAXPROPERTY,TOT,PC_GDP,A,1992,1.186,
GRC,TAXPROPERTY,TOT,PC_GDP,A,1993,0.982,
GRC,TAXPROPERTY,TOT,PC_GDP,A,1994,0.944,
GRC,TAXPROPERTY,TOT,PC_GDP,A,1995,1.69,
GRC,TAXPROPERTY,TOT,PC_GDP,A,1996,1.8,
GRC,TAXPROPERTY,TOT,PC_GDP,A,1997,1.968,
GRC,TAXPROPERTY,TOT,PC_GDP,A,1998,1.969,
GRC,TAXPROPERTY,TOT,PC_GDP,A,1999,2.39,
GRC,TAXPROPERTY,TOT,PC_GDP,A,2000,2.571,
GRC,TAXPROPERTY,TOT,PC_GDP,A,2001,2.161,
GRC,TAXPROPERTY,TOT,PC_GDP,A,2002,1.974,
GRC,TAXPROPERTY,TOT,PC_GDP,A,2003,1.907,
GRC,TAXPROPERTY,TOT,PC_GDP,A,2004,1.811,
GRC,TAXPROPERTY,TOT,PC_GDP,A,2005,1.923,
GRC,TAXPROPERTY,TOT,PC_GDP,A,2006,2.085,
GRC,TAXPROPERTY,TOT,PC_GDP,A,2007,2.109,
GRC,TAXPROPERTY,TOT,PC_GDP,A,2008,2.158,
GRC,TAXPROPERTY,TOT,PC_GDP,A,2009,1.989,
GRC,TAXPROPERTY,TOT,PC_GDP,A,2010,1.669,
GRC,TAXPROPERTY,TOT,PC_GDP,A,2011,2.523,
GRC,TAXPROPERTY,TOT,PC_GDP,A,2012,2.746,
GRC,TAXPROPERTY,TOT,PC_GDP,A,2013,3.168,
GRC,TAXPROPERTY,TOT,PC_GDP,A,2014,2.896,
GRC,TAXPROPERTY,TOT,PC_GDP,A,2015,3.072,
GRC,TAXPROPERTY,TOT,PC_GDP,A,2016,3.147,
GRC,TAXPROPERTY,TOT,PC_GDP,A,2017,3.144,
GRC,TAXPROPERTY,TOT,PC_GDP,A,2018,3.094,
GRC,TAXPROPERTY,TOT,PC_GDP,A,2019,3.057,
GRC,TAXPROPERTY,TOT,PC_GDP,A,2020,3.047,
GRC,TAXPROPERTY,TOT,PC_GDP,A,2021,2.993,
GRC,TAXPROPERTY,TOT,PC_TOT_TAX,A,1965,9.66,
GRC,TAXPROPERTY,TOT,PC_TOT_TAX,A,1966,9.351,
GRC,TAXPROPERTY,TOT,PC_TOT_TAX,A,1967,9.794,
GRC,TAXPROPERTY,TOT,PC_TOT_TAX,A,1968,9.103,
GRC,TAXPROPERTY,TOT,PC_TOT_TAX,A,1969,8.545,
GRC,TAXPROPERTY,TOT,PC_TOT_TAX,A,1970,9.258,
GRC,TAXPROPERTY,TOT,PC_TOT_TAX,A,1971,9.858,
GRC,TAXPROPERTY,TOT,PC_TOT_TAX,A,1972,10.351,
GRC,TAXPROPERTY,TOT,PC_TOT_TAX,A,1973,9.579,
GRC,TAXPROPERTY,TOT,PC_TOT_TAX,A,1974,8.548,
GRC,TAXPROPERTY,TOT,PC_TOT_TAX,A,1975,9.652,
GRC,TAXPROPERTY,TOT,PC_TOT_TAX,A,1976,9.34,
GRC,TAXPROPERTY,TOT,PC_TOT_TAX,A,1977,9.632,
GRC,TAXPROPERTY,TOT,PC_TOT_TAX,A,1978,9.436,
GRC,TAXPROPERTY,TOT,PC_TOT_TAX,A,1979,5.497,
GRC,TAXPROPERTY,TOT,PC_TOT_TAX,A,1980,4.595,
GRC,TAXPROPERTY,TOT,PC_TOT_TAX,A,1981,3.924,
GRC,TAXPROPERTY,TOT,PC_TOT_TAX,A,1982,3.911,
GRC,TAXPROPERTY,TOT,PC_TOT_TAX,A,1983,3.241,
GRC,TAXPROPERTY,TOT,PC_TOT_TAX,A,1984,2.651,
GRC,TAXPROPERTY,TOT,PC_TOT_TAX,A,1985,2.703,
GRC,TAXPROPERTY,TOT,PC_TOT_TAX,A,1986,2.72,
GRC,TAXPROPERTY,TOT,PC_TOT_TAX,A,1987,2.607,
GRC,TAXPROPERTY,TOT,PC_TOT_TAX,A,1988,3.068,
GRC,TAXPROPERTY,TOT,PC_TOT_TAX,A,1989,3.389,
GRC,TAXPROPERTY,TOT,PC_TOT_TAX,A,1990,4.64,
GRC,TAXPROPERTY,TOT,PC_TOT_TAX,A,1991,3.912,
GRC,TAXPROPERTY,TOT,PC_TOT_TAX,A,1992,4.542,
GRC,TAXPROPERTY,TOT,PC_TOT_TAX,A,1993,3.696,
GRC,TAXPROPERTY,TOT,PC_TOT_TAX,A,1994,3.517,
GRC,TAXPROPERTY,TOT,PC_TOT_TAX,A,1995,5.97,
GRC,TAXPROPERTY,TOT,PC_TOT_TAX,A,1996,6.327,
GRC,TAXPROPERTY,TOT,PC_TOT_TAX,A,1997,6.656,
GRC,TAXPROPERTY,TOT,PC_TOT_TAX,A,1998,6.404,
GRC,TAXPROPERTY,TOT,PC_TOT_TAX,A,1999,7.513,
GRC,TAXPROPERTY,TOT,PC_TOT_TAX,A,2000,7.691,
GRC,TAXPROPERTY,TOT,PC_TOT_TAX,A,2001,6.767,
GRC,TAXPROPERTY,TOT,PC_TOT_TAX,A,2002,5.956,
GRC,TAXPROPERTY,TOT,PC_TOT_TAX,A,2003,6.056,
GRC,TAXPROPERTY,TOT,PC_TOT_TAX,A,2004,5.946,
GRC,TAXPROPERTY,TOT,PC_TOT_TAX,A,2005,6.034,
GRC,TAXPROPERTY,TOT,PC_TOT_TAX,A,2006,6.714,
GRC,TAXPROPERTY,TOT,PC_TOT_TAX,A,2007,6.633,
GRC,TAXPROPERTY,TOT,PC_TOT_TAX,A,2008,6.787,
GRC,TAXPROPERTY,TOT,PC_TOT_TAX,A,2009,6.469,
GRC,TAXPROPERTY,TOT,PC_TOT_TAX,A,2010,5.166,
GRC,TAXPROPERTY,TOT,PC_TOT_TAX,A,2011,7.364,
GRC,TAXPROPERTY,TOT,PC_TOT_TAX,A,2012,7.555,
GRC,TAXPROPERTY,TOT,PC_TOT_TAX,A,2013,8.826,
GRC,TAXPROPERTY,TOT,PC_TOT_TAX,A,2014,7.973,
GRC,TAXPROPERTY,TOT,PC_TOT_TAX,A,2015,8.399,
GRC,TAXPROPERTY,TOT,PC_TOT_TAX,A,2016,8.101,
GRC,TAXPROPERTY,TOT,PC_TOT_TAX,A,2017,7.985,
GRC,TAXPROPERTY,TOT,PC_TOT_TAX,A,2018,7.731,
GRC,TAXPROPERTY,TOT,PC_TOT_TAX,A,2019,7.739,
GRC,TAXPROPERTY,TOT,PC_TOT_TAX,A,2020,7.841,
GRC,TAXPROPERTY,TOT,PC_TOT_TAX,A,2021,7.677,
HUN,TAXPROPERTY,TOT,PC_GDP,A,1991,0.517,
HUN,TAXPROPERTY,TOT,PC_GDP,A,1992,0.446,
HUN,TAXPROPERTY,TOT,PC_GDP,A,1993,0.367,
HUN,TAXPROPERTY,TOT,PC_GDP,A,1994,0.439,
HUN,TAXPROPERTY,TOT,PC_GDP,A,1995,0.497,
HUN,TAXPROPERTY,TOT,PC_GDP,A,1996,0.598,
HUN,TAXPROPERTY,TOT,PC_GDP,A,1997,0.58,
HUN,TAXPROPERTY,TOT,PC_GDP,A,1998,0.587,
HUN,TAXPROPERTY,TOT,PC_GDP,A,1999,0.634,
HUN,TAXPROPERTY,TOT,PC_GDP,A,2000,0.668,
HUN,TAXPROPERTY,TOT,PC_GDP,A,2001,0.69,
HUN,TAXPROPERTY,TOT,PC_GDP,A,2002,0.688,
HUN,TAXPROPERTY,TOT,PC_GDP,A,2003,0.801,
HUN,TAXPROPERTY,TOT,PC_GDP,A,2004,0.833,
HUN,TAXPROPERTY,TOT,PC_GDP,A,2005,0.827,
HUN,TAXPROPERTY,TOT,PC_GDP,A,2006,0.812,
HUN,TAXPROPERTY,TOT,PC_GDP,A,2007,0.787,
HUN,TAXPROPERTY,TOT,PC_GDP,A,2008,0.847,
HUN,TAXPROPERTY,TOT,PC_GDP,A,2009,0.811,
HUN,TAXPROPERTY,TOT,PC_GDP,A,2010,1.135,
HUN,TAXPROPERTY,TOT,PC_GDP,A,2011,1.111,
HUN,TAXPROPERTY,TOT,PC_GDP,A,2012,1.211,
HUN,TAXPROPERTY,TOT,PC_GDP,A,2013,1.281,
HUN,TAXPROPERTY,TOT,PC_GDP,A,2014,1.272,
HUN,TAXPROPERTY,TOT,PC_GDP,A,2015,1.25,
HUN,TAXPROPERTY,TOT,PC_GDP,A,2016,1.083,
HUN,TAXPROPERTY,TOT,PC_GDP,A,2017,1.041,
HUN,TAXPROPERTY,TOT,PC_GDP,A,2018,0.963,
HUN,TAXPROPERTY,TOT,PC_GDP,A,2019,0.939,
HUN,TAXPROPERTY,TOT,PC_GDP,A,2020,1.051,
HUN,TAXPROPERTY,TOT,PC_GDP,A,2021,0.868,
HUN,TAXPROPERTY,TOT,PC_TOT_TAX,A,1991,1.158,
HUN,TAXPROPERTY,TOT,PC_TOT_TAX,A,1992,1.005,
HUN,TAXPROPERTY,TOT,PC_TOT_TAX,A,1993,0.813,
HUN,TAXPROPERTY,TOT,PC_TOT_TAX,A,1994,1.026,
HUN,TAXPROPERTY,TOT,PC_TOT_TAX,A,1995,1.218,
HUN,TAXPROPERTY,TOT,PC_TOT_TAX,A,1996,1.517,
HUN,TAXPROPERTY,TOT,PC_TOT_TAX,A,1997,1.536,
HUN,TAXPROPERTY,TOT,PC_TOT_TAX,A,1998,1.566,
HUN,TAXPROPERTY,TOT,PC_TOT_TAX,A,1999,1.658,
HUN,TAXPROPERTY,TOT,PC_TOT_TAX,A,2000,1.734,
HUN,TAXPROPERTY,TOT,PC_TOT_TAX,A,2001,1.836,
HUN,TAXPROPERTY,TOT,PC_TOT_TAX,A,2002,1.84,
HUN,TAXPROPERTY,TOT,PC_TOT_TAX,A,2003,2.154,
HUN,TAXPROPERTY,TOT,PC_TOT_TAX,A,2004,2.258,
HUN,TAXPROPERTY,TOT,PC_TOT_TAX,A,2005,2.273,
HUN,TAXPROPERTY,TOT,PC_TOT_TAX,A,2006,2.236,
